0,","
1,the
2,.
3,UUUNKKK
4,<s>
5,</s>
6,of
7,to
8,a
9,in
10,and
11,'s
12,that
13,for
14,DGDG
15,$
16,``
17,''
18,is
19,said
20,it
21,on
22,%
23,at
24,by
25,as
26,from
27,with
28,million
29,mr.
30,was
31,be
32,its
33,are
34,he
35,but
36,an
37,DGDGDGDG
38,has
39,n't
40,will
41,have
42,DGDGDG
43,new
44,or
45,DG
46,company
47,they
48,this
49,which
50,would
51,year
52,about
53,--
54,DG.DGDG
55,market
56,says
57,were
58,more
59,had
60,DG.DG
61,billion
62,his
63,their
64,up
65,one
66,than
67,stock
68,who
69,been
70,some
71,u.s.
72,also
73,other
74,share
75,:
76,not
77,we
78,DG/DG
79,;
80,)
81,DGDG.DG
82,if
83,shares
84,(
85,when
86,corp.
87,i
88,trading
89,last
90,president
91,all
92,years
93,two
94,first
95,after
96,because
97,could
98,inc.
99,sales
100,&
101,there
102,out
103,only
104,business
105,do
106,york
107,such
108,can
109,most
110,into
111,over
112,group
113,co.
114,may
115,many
116,federal
117,government
118,now
119,no
120,bank
121,time
122,companies
123,so
124,any
125,cents
126,exchange
127,prices
128,yesterday
129,quarter
130,'
131,you
132,down
133,investors
134,people
135,price
136,what
137,even
138,say
139,rose
140,much
141,under
142,while
143,securities
144,months
145,bonds
146,week
147,big
148,DGDGDG.DG
149,interest
150,them
151,major
152,next
153,stocks
154,three
155,chairman
156,net
157,earnings
158,earlier
159,did
160,financial
161,board
162,american
163,make
164,DGDG.DGDG
165,state
166,still
167,through
168,just
169,investment
170,executive
171,before
172,those
173,program
174,chief
175,industry
176,these
177,since
178,money
179,officials
180,made
181,rate
182,national
183,off
184,DGDGDGDGDGDG
185,unit
186,expected
187,like
188,analysts
189,she
190,house
191,DGDGDGDGDG
192,days
193,month
194,markets
195,rates
196,profit
197,does
198,against
199,plan
200,between
201,sell
202,firm
203,japanese
204,buy
205,both
206,capital
207,index
208,income
209,recent
210,back
211,get
212,general
213,issue
214,average
215,during
216,own
217,revenue
218,fell
219,funds
220,products
221,ago
222,her
223,offer
224,international
225,debt
226,another
227,well
228,among
229,part
230,including
231,should
232,higher
233,take
234,japan
235,court
236,trade
237,being
238,then
239,according
240,world
241,each
242,tax
243,lower
244,however
245,reported
246,friday
247,operations
248,sale
249,work
250,banks
251,futures
252,our
253,economic
254,past
255,traders
256,vice
257,?
258,department
259,several
260,closed
261,way
262,plans
263,foreign
264,computer
265,increase
266,sold
267,yield
268,end
269,how
270,growth
271,report
272,high
273,issues
274,common
275,bid
276,loss
277,where
278,less
279,very
280,insurance
281,pay
282,five
283,management
284,early
285,treasury
286,bush
287,cash
288,day
289,bill
290,yen
291,use
292,due
293,bond
294,good
295,few
296,might
297,third
298,used
299,added
300,law
301,DGDGDG.DGDG
302,current
303,public
304,director
305,costs
306,oct.
307,office
308,late
309,oil
310,'re
311,congress
312,concern
313,spokesman
314,dollar
315,already
316,far
317,him
318,close
319,street
320,news
321,agency
322,system
323,least
324,city
325,small
326,assets
327,union
328,based
329,officer
330,value
331,number
332,contract
333,until
334,too
335,wall
336,real
337,agreement
338,case
339,operating
340,research
341,fund
342,stake
343,today
344,british
345,same
346,ended
347,think
348,agreed
349,home
350,california
351,going
352,san
353,services
354,little
355,september
356,move
357,though
358,put
359,called
360,see
361,third-quarter
362,help
363,loans
364,period
365,long
366,service
367,firms
368,second
369,results
370,administration
371,here
372,former
373,problems
374,four
375,dow
376,corporate
377,credit
378,buying
379,maker
380,without
381,six
382,points
383,point
384,cost
385,total
386,whether
387,compared
388,offering
389,ual
390,production
391,want
392,economy
393,power
394,analyst
395,selling
396,committee
397,control
398,although
399,cut
400,country
401,increased
402,annual
403,losses
404,set
405,go
406,monday
407,notes
408,west
409,recently
410,volume
411,continue
412,large
413,around
414,jones
415,right
416,further
417,london
418,likely
419,john
420,nov.
421,policy
422,half
423,life
424,soviet
425,times
426,must
427,yet
428,strong
429,political
430,announced
431,august
432,held
433,old
434,declined
435,takeover
436,paper
437,judge
438,plant
439,weeks
440,my
441,result
442,industrial
443,expects
444,gain
445,largest
446,certain
447,wo
448,chicago
449,become
450,systems
451,composite
452,come
453,ms.
454,fiscal
455,making
456,support
457,give
458,workers
459,problem
460,change
461,inc
462,association
463,development
464,nearly
465,senior
466,francisco
467,demand
468,decline
469,official
470,record
471,loan
472,commission
473,estate
474,white
475,later
476,drop
477,south
478,members
479,priced
480,took
481,deal
482,businesses
483,estimated
484,junk
485,trust
486,level
487,latest
488,senate
489,air
490,orders
491,line
492,acquisition
493,series
494,executives
495,employees
496,holding
497,commercial
498,}
499,despite
500,purchase
501,area
502,meeting
503,comment
504,paid
505,data
506,earthquake
507,{
508,proposed
509,possible
510,nine
511,know
512,example
513,washington
514,spending
515,better
516,show
517,currently
518,robert
519,offered
520,return
521,health
522,future
523,nation
524,rise
525,need
526,texas
527,investor
528,proposal
529,your
530,others
531,ford
532,technology
533,within
534,addition
535,october
536,tuesday
537,building
538,product
539,drug
540,almost
541,top
542,once
543,began
544,named
545,order
546,terms
547,DG.DGDGDG
548,customers
549,amount
550,us
551,position
552,include
553,changes
554,came
555,received
556,dropped
557,often
558,charge
559,defense
560,division
561,expect
562,outstanding
563,filed
564,...
565,gains
566,decision
567,information
568,trying
569,told
570,equipment
571,america
572,buy-out
573,east
574,mortgage
575,damage
576,ltd.
577,transaction
578,force
579,every
580,james
581,enough
582,lot
583,fed
584,tokyo
585,financing
586,rights
587,finance
588,ca
589,budget
590,programs
591,gas
592,warner
593,united
594,again
595,europe
596,able
597,industries
598,never
599,private
600,makes
601,european
602,university
603,managers
604,previous
605,banking
606,july
607,fall
608,provide
609,dollars
610,co
611,low
612,following
613,run
614,options
615,found
616,away
617,additional
618,marketing
619,important
620,keep
621,things
622,steel
623,equity
624,corp
625,june
626,local
627,shareholders
628,great
629,best
630,food
631,'ve
632,instead
633,manager
634,states
635,account
636,got
637,action
638,computers
639,asked
640,car
641,consumer
642,charges
643,lost
644,sept.
645,airlines
646,units
647,whose
648,los
649,inflation
650,continued
651,posted
652,raise
653,claims
654,contracts
655,below
656,jaguar
657,head
658,family
659,believe
660,led
661,bills
662,subsidiary
663,soon
664,special
665,china
666,full
667,above
668,auto
669,advertising
670,potential
671,gold
672,face
673,approved
674,construction
675,march
676,savings
677,place
678,getting
679,stores
680,meanwhile
681,dealers
682,fact
683,ad
684,security
685,taken
686,risk
687,rather
688,d.
689,suit
690,reports
691,david
692,boston
693,secretary
694,personal
695,bought
696,legal
697,open
698,chemical
699,mrs.
700,included
701,using
702,statement
703,given
704,probably
705,restructuring
706,domestic
707,figures
708,center
709,effect
710,left
711,itself
712,reached
713,short
714,working
715,effort
716,holders
717,noted
718,similar
719,western
720,lawyers
721,reserve
722,tv
723,remain
724,long-term
725,countries
726,#
727,calls
728,saying
729,talks
730,find
731,look
732,via
733,available
734,dividend
735,cases
736,black
737,telephone
738,either
739,hard
740,canadian
741,efforts
742,pacific
743,biggest
744,portfolio
745,ibm
746,previously
747,known
748,clients
749,angeles
750,groups
751,reduce
752,germany
753,cars
754,network
755,DGDG.DGDGDG
756,along
757,william
758,makers
759,individual
760,standard
761,parent
762,hit
763,payments
764,gained
765,went
766,profits
767,increases
768,canada
769,airline
770,why
771,clear
772,slightly
773,labor
774,school
775,approval
776,having
777,performance
778,merrill
779,party
780,currency
781,call
782,attorney
783,institute
784,directors
785,DG/DGDG
786,britain
787,DG.DGDGDGDG
788,acquired
789,looking
790,year-earlier
791,legislation
792,helped
793,michael
794,marks
795,levels
796,strategy
797,different
798,investments
799,property
800,coming
801,interests
802,brokerage
803,act
804,process
805,heavy
806,eastern
807,percentage
808,north
809,magazine
810,growing
811,remains
812,manufacturing
813,leaders
814,joint
815,raised
816,television
817,communications
818,lead
819,acquire
820,german
821,completed
822,taking
823,energy
824,especially
825,particularly
826,failed
827,leading
828,venture
829,free
830,lynch
831,team
832,project
833,pressure
834,institutions
835,question
836,columbia
837,something
838,lines
